CustomerName,InvoiceNum,PaymentDate,ReferenceNum,Amount,PaymentMethod,DepositToAccount,Memo,UnusedPayment
Haat Holdings (Pvt) Ltd,AS008455,2021-02-23,Bank Deposit,14925.00,Bank Deposits,Undeposited Funds,,0.00
Haat Holdings (Pvt) Ltd,AS008456,2021-02-23,Bank Deposit,85075.00,Bank Deposits,Undeposited Funds,,0.00
Haat Holdings (Pvt) Ltd,AS008477,2021-02-23,Bank Deposit,335500.00,Bank Deposits,Undeposited Funds,,0.00
ADZ Insurance Brokers(Pvt) Ltd,AS008812,2021-02-23,519257,22100.00,Check,Undeposited Funds,,0.00
Avian,AS008503,2021-03-02,714694,173600.00,Check,Undeposited Funds,,0.00
Electro Net,AS008709,2021-03-05,000043,15000.00,Check,Undeposited Funds,,0.00
Share Colombo Services,AS008780,2021-03-05,685464,2000.00,Check,Undeposited Funds,,0.00
LK Domain Registry,AS008757,2021-03-05,024872,19040.00,Check,Undeposited Funds,,0.00
LK Domain Registry,AS008735,2021-03-05,020857,326550.00,Check,Undeposited Funds,,0.00
IT Xpert Distribution,AS008785,2021-03-09,Cash,147000.00,Check,Undeposited Funds,,0.00
FT Soft (Pvt) Ltd,AS008732,2021-03-09,659862,405000.00,Check,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008665,2021-03-09,827884,252000.00,Check,Undeposited Funds,,0.00
Supervision Technology (Pvt) Ltd,AS008584,2021-03-10,Bank Deposit,98100.00,Bank Deposits,Undeposited Funds,,0.00
Avian,AS008503,2021-03-10,714695,173600.00,Check,Undeposited Funds,,0.00
SUDARSHANA SENADHEERA ARCHITECTS,AS008803,2021-03-12,Bank,24000.00,Bank Deposits,Undeposited Funds,,0.00
Peramuna Communication,AS008791,2021-03-15,CASH,37000.00,Cash,Undeposited Funds,,0.00
Crayon Software Lanka (Private) Ltd,AS008685,2021-03-16,Bank Deposit,1405000.00,Bank Deposits,Undeposited Funds,,0.00
Fazaal Ceramics,AS008698,2021-03-16,737970,114000.00,Check,Undeposited Funds,,0.00
Fazaal Ceramics,AS008699,2021-03-16,737970,114000.00,Check,Undeposited Funds,,0.00
International Organization for Migration,AS008753,2021-03-16,Bank,240200.00,Bank Deposits,Undeposited Funds,,0.00
ITs24x7,AS008795,2021-03-16,Bank,176000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008707,2021-03-16,Bank STH25125,6500.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008708,2021-03-16,Bank STH25125,14500.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008716,2021-03-16,Bank STH25125,8000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008717,2021-03-16,Bank STH25125,3000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008718,2021-03-16,Bank STH25125,22000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008719,2021-03-16,Bank STH25125,75000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008742,2021-03-16,Bank STH25125,17000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008743,2021-03-16,Bank STH25125,74000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008744,2021-03-16,Bank STH25125,3000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008783,2021-03-16,Bank STH25125,220000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008787,2021-03-16,Bank STH25125,110000.00,Bank Deposits,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008642,2021-03-17,513359,5000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008643,2021-03-17,513359,9800.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008678,2021-03-17,513359,9800.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008679,2021-03-17,513359,5000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008720,2021-03-17,513310,9800.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008721,2021-03-17,513310,5000.00,Check,Undeposited Funds,,0.00
Mr Saman,AS008797,2021-03-17,CASH,33000.00,Cash,Undeposited Funds,,0.00
Paan Paan,AS008723,2021-03-17,296225,2000.00,Check,Undeposited Funds,,0.00
Paan Paan,AS008724,2021-03-17,296225,2000.00,Check,Undeposited Funds,,0.00
The Computer Center (pvt) Ltd,AS008740,2021-03-17,340672,60000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS008480,2021-03-17,,22500.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS008691,2021-03-17,,12500.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008726,2021-03-18,Bank Deposit,376140.60,Bank Deposits,Undeposited Funds,,0.00
Mr. Nishantha Amunugama,AS008805,2021-03-19,CARD Payment,95000.00,Visa,Undeposited Funds,,0.00
Mr. Nishantha Amunugama,AS008805,2021-03-19,CASH,75000.00,Cash,Undeposited Funds,,0.00
Avian,AS008503,2021-03-19,728951,173600.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS008227,2021-03-22,562439,50000.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS008227,2021-03-22,562440,54000.00,Check,Undeposited Funds,,0.00
Vixva IT Solutions,AS008807,2021-03-22,Bank Deposit,36000.00,Bank Deposits,Undeposited Funds,,0.00
Open Systems Integrators,AS008796,2021-03-23,547398,209583.00,Check,Undeposited Funds,,0.00
Isuru Udayanga.,AS008809,2021-03-24,Bank Deposit,101000.00,Bank Deposits,Undeposited Funds,,0.00
Optimal Solutions.,AS008811,2021-03-25,Bank Deposit,231377.00,Bank Deposits,Undeposited Funds,,0.00
techtron,AS008725,2021-03-26,029799,36000.00,Check,Undeposited Funds,,0.00
techtron,AS008792,2021-03-26,050769,261000.00,Check,Undeposited Funds,,0.00
techtron,AS008752,2021-03-26,045085,182500.00,Check,Undeposited Funds,,0.00
Incotech Lanka (PVT) Ltd.,AS008779,2021-03-26,CASH,51500.00,Cash,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008711,2021-03-30,837502,41000.00,Check,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008739,2021-03-30,837502,45000.00,Check,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008751,2021-03-30,837531,280000.00,Check,Undeposited Funds,,0.00
Ceylinco General Insurance Limited,AS008755,2021-03-30,371228,119400.00,Check,Undeposited Funds,,0.00
Fazaal Ceramics,AS008690,2021-03-31,738000,533200.00,Check,Undeposited Funds,,0.00
Avian,AS008503,2021-03-31,728952,173600.00,Check,Undeposited Funds,,0.00
Richard Pieris Finance Limited,AS008736,2021-04-01,043997,116600.00,Check,Undeposited Funds,,0.00
KTeK Networks (Pvt) Ltd,AS008786,2021-04-02,Bank Deposit,555400.00,Bank Deposits,Undeposited Funds,,0.00
Phoenix Ogilvy (Pvt) Ltd,AS008793,2021-04-07,749841,223480.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008703,2021-04-07,279698,36000.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008704,2021-04-07,279698,36000.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008722,2021-04-07,279698,9477.50,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008767,2021-04-07,279698,9477.50,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008319,2021-04-07,279697,9342.50,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008357,2021-04-07,279697,20800.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008375,2021-04-07,279697,9342.50,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008376,2021-04-07,279697,9342.50,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008415,2021-04-07,279697,1500.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008644,2021-04-07,279697,9253.00,Check,Undeposited Funds,,0.00
techtron,AS008806,2021-04-07,050800,366000.00,Check,Undeposited Funds,,0.00
techtron,AS008813,2021-04-07,050800,48000.00,Check,Undeposited Funds,,0.00
techtron,AS008819,2021-04-07,050824,87500.00,Check,Undeposited Funds,,0.00
techtron,AS008830,2021-04-07,050824,87000.00,Check,Undeposited Funds,,0.00
ICC Inernational Construction Consortium,AS008760,2021-04-07,567630,47550.00,Check,Undeposited Funds,,0.00
Elegant Knitting International,AS008789,2021-04-08,Bank Deposit,528250.00,Check,Undeposited Funds,,0.00
Elegant Knitting International,AS008790,2021-04-08,Bank Deposit,117500.00,Check,Undeposited Funds,,0.00
Adapt Information Technologies (Pvt) Ltd,AS008756,2021-04-10,Bank Deposits,63000.00,Bank Deposits,Undeposited Funds,,0.00
Adapt Information Technologies (Pvt) Ltd,AS008777,2021-04-10,Bank Deposits,146000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008761,2021-04-10,Bank Deposit,8000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008762,2021-04-10,Bank Deposit,3000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008763,2021-04-10,Bank Deposit,22000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008764,2021-04-10,Bank Deposit,75000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008798,2021-04-10,Bank Deposit,131000.00,Bank Deposits,Undeposited Funds,,0.00
Avian,AS008837,2021-04-16,729522,404000.00,Check,Undeposited Funds,,0.00
EFL Headquarters (Pvt) Ltd,AS008832,2021-04-16,Bank Deposit,64000.00,Bank Deposits,Undeposited Funds,,0.00
Mr Elsworth Michael Jansz,AS008839,2021-04-20,CASH,253500.00,Cash,Undeposited Funds,,0.00
Supervision Technology (Pvt) Ltd,AS008672,2021-04-20,Bank Deposit,72000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS004338,2021-04-20,OLD Invoices,15900.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS004372,2021-04-20,OLD Invoices,2000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS004412,2021-04-20,OLD Invoices,22400.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS004450,2021-04-20,OLD Invoices,8120.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS004644,2021-04-20,OLD Invoices,5880.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS004798,2021-04-20,OLD Invoices,5376.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS004944,2021-04-20,OLD Invoices,2800.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS004987,2021-04-20,OLD Invoices,1120.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS004989,2021-04-20,OLD Invoices,2800.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS004996,2021-04-20,OLD Invoices,4480.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005500,2021-04-20,OLD Invoices,31293.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005501,2021-04-20,OLD Invoices,31293.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005533,2021-04-20,OLD Invoices,10500.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005574,2021-04-20,OLD Invoices,4000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005575,2021-04-20,OLD Invoices,6000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005576,2021-04-20,OLD Invoices,4000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005645,2021-04-20,OLD Invoices,4000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005694,2021-04-20,OLD Invoices,1500.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005714,2021-04-20,OLD Invoices,17200.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005850,2021-04-20,OLD Invoices,3000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005851,2021-04-20,OLD Invoices,4000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005886,2021-04-20,OLD Invoices,36990.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005896,2021-04-20,OLD Invoices,1000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005899,2021-04-20,OLD Invoices,2250.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005900,2021-04-20,OLD Invoices,3000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS005996,2021-04-20,OLD Invoices,2000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006000,2021-04-20,OLD Invoices,2000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006003,2021-04-20,OLD Invoices,5000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006004,2021-04-20,OLD Invoices,6000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006006,2021-04-20,OLD Invoices,3000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006007,2021-04-20,OLD Invoices,3000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006009,2021-04-20,OLD Invoices,13500.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006040,2021-04-20,OLD Invoices,1000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006063,2021-04-20,OLD Invoices,3000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006065,2021-04-20,OLD Invoices,6000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006142,2021-04-20,OLD Invoices,3500.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006169,2021-04-20,OLD Invoices,4000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006170,2021-04-20,OLD Invoices,1000.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006281,2021-04-20,OLD Invoices,4500.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006893,2021-04-20,OLD Invoices,29450.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006894,2021-04-20,OLD Invoices,44850.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
STATEMAN HATS (Pvt) LTD.,AS006969,2021-04-20,OLD Invoices,10250.00,SETOFF,Undeposited Funds,All Paid 50%,0.00
Jon Trepte,AS008844,2021-04-21,Bank,132200.00,Bank Deposits,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008845,2021-04-22,,4000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008765,2021-04-23,513248,9800.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008766,2021-04-23,513248,5000.00,Check,Undeposited Funds,,0.00
Pretec Systems (Pvt)Ltd,AS008846,2021-04-23,330902,67000.00,Check,Undeposited Funds,,0.00
WinSoft Technologies (Pvt)Ltd,AS008835,2021-04-23,001916,38000.00,Check,Undeposited Funds,,0.00
WinSoft Technologies (Pvt)Ltd,AS008835,2021-04-23,001917,38000.00,Check,Undeposited Funds,,0.00
WinSoft Technologies (Pvt)Ltd,AS008835,2021-04-23,SETOFF,20000.00,SETOFF,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS007159,2021-04-28,Bank Deposit,3450.00,Bank Deposits,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS007466,2021-04-28,Bank Deposit,1725.00,Bank Deposits,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS007504,2021-04-28,Bank Deposit,58995.00,Bank Deposits,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS007673,2021-04-28,Bank Deposit,62473.75,Bank Deposits,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS007760,2021-04-28,Bank Deposit,62315.63,Bank Deposits,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS008411,2021-04-28,Bank Deposit,48600.00,Bank Deposits,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS008820,2021-04-28,Bank Deposit,50217.75,Bank Deposits,Undeposited Funds,,0.00
Mr. Arshad Milhar,AS008862,2021-04-28,CASH,40000.00,Cash,Undeposited Funds,,0.00
Sumathi Information Technologies,AS008631,2021-04-30,,0.00,Check,Undeposited Funds,,0.00
Avian,AS008861,2021-04-30,729546,146000.00,Check,Undeposited Funds,,0.00
Avian,AS008867,2021-04-30,729546,239200.00,Check,Undeposited Funds,,0.00
Redline Technologies,AS008866,2021-04-30,001883 (11/05/2021),51100.00,Check,Undeposited Funds,,0.00
Redline Technologies,AS008866,2021-04-30,001884 (12/05/2021),100000.00,Check,Undeposited Funds,,0.00
Redline Technologies,AS008866,2021-04-30,001885 (14/05/2021),100000.00,Check,Undeposited Funds,,0.00
Redline Technologies,AS008866,2021-04-30,001886 (17/05/2021),100000.00,Check,Undeposited Funds,,0.00
Redline Technologies,AS008866,2021-04-30,001887 (18/05/2021),100000.00,Check,Undeposited Funds,,0.00
Redline Technologies,AS008866,2021-04-30,001888 (19/05/2021),100000.00,Check,Undeposited Funds,,0.00
Sumathi Information Technologies,AS008776,2021-04-30,936156,154675.00,Check,Undeposited Funds,,0.00
NextGen Holdings,AS008870,2021-05-03,629023-06/06/21,7000.00,Check,Undeposited Funds,,0.00
NextGen Holdings,AS008870,2021-05-03,629022 -04/06/21,52000.00,Check,Undeposited Funds,,0.00
NextGen Holdings,AS008869,2021-05-03,629021-04/06/21,67000.00,Check,Undeposited Funds,,0.00
LANKA MOUNT CASTLE (PVT) LTD,AS008808,2021-05-03,Bank Deposit,33800.00,Bank Deposits,Undeposited Funds,,0.00
BlueChip Technical Services(Pvt)Ltd,AS008773,2021-05-05,777602,193800.00,Check,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008864,2021-05-05,CASH,20100.00,Cash,Undeposited Funds,,0.00
Avian,AS008874,2021-05-06,729564,146000.00,Check,Undeposited Funds,,0.00
Mr. Nalim,AS008650,2021-05-06,Bank Deposit,10000.00,Bank Deposits,Undeposited Funds,,0.00
Electro Net,AS008745,2021-05-07,000048,68000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008875,2021-05-10,515120,595127.50,Check,Undeposited Funds,,0.00
Mr. Arshad Milhar,AS008862,2021-05-10,CASH,10000.00,Cash,Undeposited Funds,,0.00
Paan Paan,AS008754,2021-05-10,Bank Deposit,50000.00,Bank Deposits,Undeposited Funds,,0.00
Paan Paan,AS008769,2021-05-10,Bank Deposit,2000.00,Bank Deposits,Undeposited Funds,,0.00
Paan Paan,AS008818,2021-05-10,Bank Deposit,2000.00,Bank Deposits,Undeposited Funds,,0.00
Paan Paan,AS008858,2021-05-10,Bank Deposit,2000.00,Bank Deposits,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007979,2021-05-11,515033,11270.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007980,2021-05-11,515033,5750.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008017,2021-05-11,515033,5750.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008018,2021-05-11,515033,6830.00,Check,Undeposited Funds,,0.00
Datalink Solutions (PVT) Ltd,AS008877,2021-05-11,bank Advance payment,20000.00,Bank Deposits,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008815,2021-05-11,515104,9800.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008816,2021-05-11,515104,5000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008799,2021-05-18,Bank Deposit,75000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008800,2021-05-18,Bank Deposit,22000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008801,2021-05-18,Bank Deposit,3000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008802,2021-05-18,Bank Deposit,8000.00,Bank Deposits,Undeposited Funds,,0.00
Ceylinco General Insurance Limited,AS008863,2021-05-20,372032 (13/05/2021),383557.00,Check,Undeposited Funds,,0.00
Power House - Derana,AS008778,2021-05-20,876990 (23/04/2021),389920.00,Check,Undeposited Funds,,0.00
BlueChip Technical Services(Pvt)Ltd,AS008693,2021-05-21,777639 (19/05/2021),188300.00,Check,Undeposited Funds,,0.00
BlueChip Technical Services(Pvt)Ltd,AS008804,2021-05-21,777639 (19/05/2021),294810.00,Check,Undeposited Funds,,0.00
Mr. Devon Senarathna,AS008924,2021-05-21,Bank Deposit,125000.00,Bank Deposits,Undeposited Funds,,0.00
Kandy General Hospital,AS008700,2021-05-25,408939 (13/05/2021),885000.00,Check,Undeposited Funds,,0.00
Silvacos (Pvt) Ltd,AS008758,2021-05-25,975524 (20/05/2021),416000.00,Check,Undeposited Funds,,0.00
ICC,AS008810,2021-05-25,043442 (12/05/2021),22500.00,Check,Undeposited Funds,,0.00
DPL Holdings Pvt Ltd,AS008891,2021-06-03,Bank Deposit,75000.00,Bank Deposits,Undeposited Funds,,0.00
SupremeSAT (PVT) LTD,AS008898,2021-06-09,CASH,59000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008851,2021-06-12,Bank Deposit,8000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008852,2021-06-12,Bank Deposit,3000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008853,2021-06-12,Bank Deposit,22000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008854,2021-06-12,Bank Deposit,75000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008871,2021-06-12,Bank Deposit,18000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008872,2021-06-12,Bank Deposit,136300.00,Bank Deposits,Undeposited Funds,,0.00
Pacific Manning Agency Colombo(Pvt)Ltd,AS008850,2021-06-12,759508 (29/06/2021),22638.00,Check,Undeposited Funds,,0.00
TYAX (PVT)LTD,AS008821,2021-06-14,469517,1821000.00,Check,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008836,2021-06-29,841818 28/06/2021,659600.00,Check,Undeposited Funds,,0.00
TYAX (PVT)LTD,AS008842,2021-06-29,469513 (11/06/2021),270441.00,Check,Undeposited Funds,,0.00
Ideal Finance Ltd,AS008841,2021-07-01,588845,68900.00,Check,Undeposited Funds,,0.00
Adapt Information Technologies (Pvt) Ltd,AS008847,2021-07-01,732792,36500.00,Check,Undeposited Funds,,0.00
Avian,AS008925,2021-07-01,799601,68748.00,Check,Undeposited Funds,,0.00
Supervision Technology (Pvt) Ltd,AS008731,2021-07-01,Bank Deposit,72000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008902,2021-07-02,Bank Deposit,288089.60,Bank Deposits,Undeposited Funds,,0.00
Avian,AS008928,2021-07-05,799603,102300.00,Check,Undeposited Funds,,0.00
ICC Inernational Construction Consortium,AS008876,2021-07-07,745920,7500.00,Check,Undeposited Funds,,0.00
ICC Inernational Construction Consortium,AS008889,2021-07-07,746492,55000.00,Check,Undeposited Funds,,0.00
579 Holdings,AS008932,2021-07-08,Bank,125500.00,Bank Deposits,Undeposited Funds,,0.00
Softlogic IT,AS008747,2021-07-13,002902,29900.00,Bank Deposits,Undeposited Funds,,0.00
Softlogic IT,AS008865,2021-07-13,603959,124000.00,Check,Undeposited Funds,,0.00
CEB - Distribution Division 01,AS008734,2021-07-13,,21300.00,Check,Undeposited Funds,,0.00
TYAX (PVT)LTD,AS008892,2021-07-14,469574 (13/07/2021),1689000.00,Check,Undeposited Funds,,0.00
