CustomerName,InvoiceNum,PaymentDate,ReferenceNum,Amount,PaymentMethod,DepositToAccount,Memo,UnusedPayment
STATEMAN HATS (Pvt) LTD.,AS008478,2020-09-14,003100,12500.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008490,2020-09-14,003100,93000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008491,2020-09-14,003100,6500.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS008516,2020-09-14,003124,56250.00,Check,Undeposited Funds,,0.00
Sri Lanka Insurance Coporation ltd.,AS008446,2020-09-14,155558,2562207.00,Check,Undeposited Funds,,0.00
Ceylinco General Insurance Limited,AS008495,2020-09-14,368540,18100.00,Check,Undeposited Funds,,0.00
Ceylinco General Insurance Limited,AS008496,2020-09-14,368540,18100.00,Check,Undeposited Funds,,0.00
Ceylinco General Insurance Limited,AS008497,2020-09-14,368540,18100.00,Check,Undeposited Funds,,0.00
Ceylinco General Insurance Limited,AS008508,2020-09-14,368540,3750.00,Check,Undeposited Funds,,0.00
FT Soft (Pvt) Ltd,AS008498,2020-09-17,635148,113000.00,Check,Undeposited Funds,,0.00
techtron,AS008531,2020-09-18,740699,221000.00,Check,Undeposited Funds,,0.00
techtron,AS008550,2020-09-18,740711,311400.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS008467,2020-09-22,003138,57900.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS008530,2020-09-22,003138,3500.00,Check,Undeposited Funds,,0.00
X Press Solutions (Mr Irfan),AS008441,2020-09-23,010456,6400.00,Check,Undeposited Funds,,1600.00
Haat Holdings (Pvt) Ltd,4,2020-09-23,Bank Deposit,247750.00,Bank Deposits,Undeposited Funds,,0.00
Haat Holdings (Pvt) Ltd,4,2020-09-23,Bank Deposit,2000.00,Check,Undeposited Funds,,0.00
CEB - Kelanitissa,AS008560,2020-09-23,838707,10000.00,Check,Undeposited Funds,,0.00
P.K.B. Samaradiwakara,AS008548,2020-09-24,Cash,89000.00,Cash,Undeposited Funds,,0.00
Global Technologies,AS008525,2020-09-24,000146,92000.00,Check,Undeposited Funds,,0.00
LAKDAM TRADING COMPANY (PVT) LTD,AS008554,2020-09-25,696385,48000.00,Check,Undeposited Funds,,0.00
Janathakshana (Gte) Ltd,AS008563,2020-09-28,Bank Deposit,44625.00,Bank Deposits,Undeposited Funds,,0.00
Micro Channel.,AS008577,2020-09-29,Bank Deposit,100000.00,Bank Deposits,Undeposited Funds,,0.00
Micro Channel.,AS008577,2020-09-29,cash,804600.00,Cash,Undeposited Funds,,0.00
Super Unique IT Solutions,AS008582,2020-09-29,cash,33200.00,Cash,Undeposited Funds,,0.00
Nimby Technologies (Pvt) Ltd,AS008502,2020-10-02,CASH,125000.00,Cash,Undeposited Funds,,0.00
Global Ehsan Relief,AS008576,2020-10-02,000305,180600.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS008540,2020-10-05,438910,68000.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS008527,2020-10-05,538086,39200.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS008485,2020-10-05,SETOFF,34000.00,SETOFF,Undeposited Funds,"3018,3315,3554",0.00
Barclays Computers (Pvt) Ltd,AS008527,2020-10-05,SETOFF,28800.00,SETOFF,Undeposited Funds,"3018,3315,3554",0.00
Triline Solutions (Pvt) Ltd,AS008482,2020-10-06,493602,45500.00,Check,Undeposited Funds,,0.00
Advance Network Technologies (Pvt)Ltd,AS008591,2020-10-06,106002,84000.00,Check,Undeposited Funds,,0.00
Avian,AS008433,2020-10-07,711145,7500.00,Check,Undeposited Funds,,0.00
Avian,AS008440,2020-10-07,711145,272000.00,Check,Undeposited Funds,,0.00
Sysco Network Systems,AS008553,2020-10-09,039579,219900.00,Check,Undeposited Funds,,0.00
Mrs. Aqeela Aboo (Paan Paan),AS008378,2020-10-10,Bank Deposit,8500.00,Bank Deposits,Undeposited Funds,,0.00
Paan Paan,AS008507,2020-10-10,748594,7500.00,Check,Undeposited Funds,,0.00
NOLIMIT,AS008541,2020-10-10,955130,96000.00,Bank Deposits,Undeposited Funds,,0.00
Thakral One (Pvt) Ltd.,AS008484,2020-10-10,012426,392720.00,Check,Undeposited Funds,,0.00
Abeygunawardene Associates (PVT) Ltd,AS008561,2020-10-13,455237,13000.00,Check,Undeposited Funds,,0.00
Enext technology (Pvt) Ltd,AS008590,2020-10-13,429284,133700.00,Check,Undeposited Funds,,0.00
Studio Pro- Eye,3,2020-10-13,Bank Deposit,10000.00,Bank Deposits,Undeposited Funds,,0.00
Studio Pro- Eye,3,2020-10-13,Bank Deposit,10000.00,Bank Deposits,Undeposited Funds,,0.00
Mrs. Aqeela Aboo (Paan Paan),AS008499,2020-10-13,CASH,4000.00,Cash,Undeposited Funds,,0.00
X Press Solutions (Mr Irfan),AS008441,2020-10-14,SETOFF,21600.00,SETOFF,Undeposited Funds,,0.00
techtron,AS008579,2020-10-14,002502,223200.00,Check,Undeposited Funds,,0.00
techtron,AS008587,2020-10-14,002514,51900.00,Check,Undeposited Funds,,0.00
TYAX (PVT)LTD,AS008538,2020-10-14,469008,57000.00,Check,Undeposited Funds,,0.00
DYN TECH ENTERPRISES,AS008549,2020-10-15,Bank Deposit,108600.00,Bank Deposits,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008419,2020-10-15,812972,207200.00,Check,Undeposited Funds,,0.00
Tallees Advertising (Pvt)Ltd,AS006867,2020-10-16,626756,3450.00,Check,Undeposited Funds,,0.00
Tallees Advertising (Pvt)Ltd,AS007238,2020-10-16,626756,23000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008512,2020-10-16,Bank Deposit,22000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008513,2020-10-16,Bank Deposit,3000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008514,2020-10-16,Bank Deposit,8000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008515,2020-10-16,Bank Deposit,75000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008520,2020-10-16,Bank Deposit,12500.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008521,2020-10-16,Bank Deposit,30000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008522,2020-10-16,Bank Deposit,7200.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008523,2020-10-16,Bank Deposit,5500.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008528,2020-10-16,Bank Deposit,40000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008532,2020-10-16,Bank Deposit,40000.00,Bank Deposits,Undeposited Funds,,0.00
Kandy General Hospital,AS008390,2020-10-19,308084,784975.00,Check,Undeposited Funds,,0.00
Kandy General Hospital,AS007780,2020-10-19,308082,1468275.00,Check,Undeposited Funds,,0.00
LTL Transformers (Pvt) Ltd,AS008562,2020-10-21,446812,79750.00,Check,Undeposited Funds,,0.00
Triline Solutions (Pvt) Ltd,AS008535,2020-10-21,498221,18360.00,Check,Undeposited Funds,,0.00
Sysco Network Systems,AS008578,2020-10-23,039582,85800.00,Check,Undeposited Funds,,0.00
Prime Finance PLC,AS008581,2020-10-23,008083,128000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008451,2020-10-26,003357 P2,27362.26,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008450,2020-10-26,003357 P1,29825.48,Check,Undeposited Funds,,0.00
Nekzone Business System,AS008609,2020-10-26,095946,43600.00,Check,Undeposited Funds,,0.00
Digital Post Services,AS008586,2020-10-26,Bank Deposit,58900.00,Bank Deposits,Undeposited Funds,,0.00
M S Technologies (Pvt) Ltd,AS008610,2020-10-28,497829,148900.00,Check,Undeposited Funds,,0.00
Asia Pacific Technology Systems (Pvt) Ltd,AS008555,2020-10-28,Bank Deposit,51842.00,Bank Deposits,Undeposited Funds,,0.00
Asia Pacific Technology Systems (Pvt) Ltd,AS008559,2020-10-28,Bank Deposit,125000.00,Bank Deposits,Undeposited Funds,,0.00
A & F Holdings ( Aasaf),AS008414,2020-10-28,CASH,11000.00,Cash,Undeposited Funds,,0.00
Embassy of The Republic of Indonesia,AS008624,2020-11-11,964590,255350.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008450,2020-11-12,Bank Deposit,57187.78,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008542,2020-11-12,Bank Deposit,6000.00,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008543,2020-11-12,Bank Deposit,3000.00,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008544,2020-11-12,Bank Deposit,2500.00,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008557,2020-11-12,Bank Deposit,5300.00,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008558,2020-11-12,Bank Deposit,5000.00,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008564,2020-11-12,Bank Deposit,8000.00,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008565,2020-11-12,Bank Deposit,2999.97,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008566,2020-11-12,Bank Deposit,22000.00,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008572,2020-11-12,Bank Deposit,75000.00,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008565,2020-11-12,Payment Write Off,0.03,Cash,Undeposited Funds,,0.00
Mr H.A.M. Ishara,AS008628,2020-11-14,CASH,177500.00,Cash,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS008551,2020-11-16,671868 - Bank Deposi,9200.00,Bank Deposits,Undeposited Funds,,0.00
FT Soft (Pvt) Ltd,AS008606,2020-11-16,WT15942043,69880.00,Bank Deposits,Undeposited Funds,,0.00
Cey Container Service (Pvt) Ltd,AS008534,2020-11-17,029169,55000.00,Check,Undeposited Funds,,0.00
Kandy General Hospital,AS008390,2020-11-17,stamp,25.00,Cash,Undeposited Funds,,0.00
Kandy General Hospital,AS007780,2020-11-17,308176,2999975.00,Check,Undeposited Funds,,0.00
Kandy General Hospital,AS007780,2020-11-17,308348,1999975.00,Check,Undeposited Funds,,0.00
Kandy General Hospital,AS007780,2020-11-17,308511,2999975.00,Check,Undeposited Funds,,0.00
Kandy General Hospital,AS007780,2020-11-20,308597,2831325.00,Check,Undeposited Funds,,0.00
Kandy General Hospital,AS007780,2020-11-20,Stamp Duty,200.00,Cash,Undeposited Funds,,0.00
BlueChip Technical Services(Pvt)Ltd,AS008552,2020-11-20,554427,109296.00,Check,Undeposited Funds,,0.00
T & D Associates,AS008594,2020-11-24,Bank Deposit,91000.00,Bank Deposits,Undeposited Funds,,0.00
T & D Associates,AS008625,2020-11-24,Bank Deposit,26500.00,Bank Deposits,Undeposited Funds,,0.00
NextEn (Pvt) Ltd,AS008636,2020-11-25,903219,111500.00,Check,Undeposited Funds,,0.00
Haat Holdings (Pvt) Ltd,AS008455,2020-11-26,749758,100000.00,Check,Undeposited Funds,,0.00
Adapt Information Technologies (Pvt) Ltd,AS008608,2020-11-26,529102,228900.00,Check,Undeposited Funds,,0.00
Adapt Information Technologies (Pvt) Ltd,AS008637,2020-11-26,529112,87600.00,Check,Undeposited Funds,,0.00
Data Management Systems (Pvt) Limited,AS008596,2020-11-27,589718,1657907.97,Check,Undeposited Funds,,0.00
Mr.Yakub Ariff,AS008627,2020-11-30,Cash,18000.00,Cash,Undeposited Funds,,0.00
Mr.Yakub Ariff,AS008632,2020-11-30,Bank Deposit,16000.00,Bank Deposits,Undeposited Funds,,0.00
MACSON MESH,AS008479,2020-11-30,Bank Deposit,4500.00,Bank Deposits,Undeposited Funds,,0.00
D.Samson Industries (Pvt) Ltd,AS008406,2020-11-30,Bank Deposit,21500.00,Bank Deposits,Undeposited Funds,,0.00
Supervision Technology (Pvt) Ltd,AS008483,2020-11-30,Bank Deposit,115100.00,Bank Deposits,Undeposited Funds,,0.00
Supervision Technology (Pvt) Ltd,AS008584,2020-11-30,Bank Deposit,84900.00,Bank Deposits,Undeposited Funds,,0.00
Netcore Solutions,AS008647,2020-12-02,742977,23440.00,Check,Undeposited Funds,,0.00
Survey Department,AS008597,2020-12-02,077470,179975.00,Check,Undeposited Funds,,0.00
Survey Department,AS008597,2020-12-02,Stamp Duty,25.00,Cash,Undeposited Funds,,0.00
Mr. Nalim,AS008650,2020-12-02,598029,15000.00,Check,Undeposited Funds,,0.00
Mr. Nalim,AS008650,2020-12-02,598029,15000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008330,2020-12-03,Bank Deposit,9800.00,Bank Deposits,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008331,2020-12-03,Bank Deposit,5000.00,Bank Deposits,Undeposited Funds,,0.00
American Premium Water Systems (Pvt)Ltd,AS008654,2020-12-07,866552,72000.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS008568,2020-12-09,003448,44780.00,Check,Undeposited Funds,,0.00
Softlogic IT,AS008575,2020-12-09,002280,118000.00,Check,Undeposited Funds,,0.00
Softlogic IT,AS008547,2020-12-09,002128,186200.00,Check,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008600,2020-12-11,827567,310500.00,Check,Undeposited Funds,,0.00
Singer (Sri Lanka) PLC,AS008595,2020-12-11,102043,107568.00,Check,Undeposited Funds,,0.00
Gennext (Pvt)Ltd,AS008607,2020-12-11,681751,115600.00,Check,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS008580,2020-12-14,683020,31300.00,Check,Undeposited Funds,,0.00
Paan Paan,AS008573,2020-12-16,031806,2000.00,Check,Undeposited Funds,,0.00
Paan Paan,AS008574,2020-12-16,031806,2000.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS008227,2020-12-16,319973,50000.00,Check,Undeposited Funds,,0.00
Avian,AS008461,2020-12-16,711284,78700.00,Check,Undeposited Funds,,0.00
Satecro Technologies,AS008510,2020-12-16,Bank,10000.00,Bank Deposits,Undeposited Funds,,0.00
Haleys Business solution (Pvt) Ltd,AS008588,2020-12-17,864945,151500.00,Check,Undeposited Funds,Installation Charges Return by Cash,0.00
STATEMAN HATS (Pvt) LTD.,AS008602,2020-12-17,Bank Deposit,1650.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008603,2020-12-17,Bank Deposit,900.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008604,2020-12-17,Bank Deposit,1700.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008605,2020-12-17,Bank Deposit,14750.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008634,2020-12-17,Bank Deposit,70500.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008635,2020-12-17,Bank Deposit,22500.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008646,2020-12-17,Bank Deposit,10500.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008651,2020-12-17,Bank Deposit,20000.00,Bank Deposits,Undeposited Funds,,0.00
Kandy General Hospital,AS008524,2020-12-18,309050,884975.00,Check,Undeposited Funds,,0.00
Kandy General Hospital,AS008524,2020-12-18,Stamp,25.00,SETOFF,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008633,2020-12-22,Bank Deposit,452500.00,Bank Deposits,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS008583,2020-12-22,SETOFF From Purchase,196077.70,SETOFF,Undeposited Funds,,0.00
R.P. Systems,AS008666,2020-12-23,154008,128900.00,Check,Undeposited Funds,,0.00
Avian,AS008475,2020-12-23,714597,134500.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008519,2020-12-23,260108,9275.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008488,2020-12-23,260107,30000.00,Check,Undeposited Funds,,0.00
ITX360 (Pvt)Ltd,AS008593,2020-12-24,001381,463400.00,Check,Undeposited Funds,,0.00
United Nations Development Programme,AS008668,2020-12-24,Bank,116700.00,Bank Deposits,Undeposited Funds,,0.00
Mrs. Aqeela Aboo (Paan Paan),AS008684,2020-12-31,CASH,3000.00,Cash,Undeposited Funds,,0.00
Firefist insurance Limited,AS008592,2021-01-05,Bank Deposit,220348.00,Bank Deposits,Undeposited Funds,Confirm on 04/01/2021 by Mr.Shaheer,0.00
Avian,AS008494,2021-01-06,714598,173800.00,Check,Undeposited Funds,,0.00
Avian,AS008494,2021-01-06,714602,173800.00,Check,Undeposited Funds,,0.00
Regency Teas (Pvt) Ltd,AS008629,2021-01-06,723233,58000.00,Check,Undeposited Funds,,0.00
Kandy General Hospital,AS008686,2021-01-06,Cash Given,10000.00,Bank Deposits,Undeposited Funds,Deposited by Daminda,0.00
Kandy General Hospital,AS008687,2021-01-06,Cash Given,10000.00,Bank Deposits,Undeposited Funds,Deposited by Daminda,0.00
Abeygunawardene Associates (PVT) Ltd,AS008692,2021-01-11,455249,136000.00,Check,Undeposited Funds,,0.00
SkyNet Solutions & Co,,2021-01-11,266786,142300.00,Check,Undeposited Funds,,142300.00
LANKA COMMODITY BROKERS LTD,AS008517,2021-01-13,504659,9800.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008518,2021-01-13,504659,5000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008569,2021-01-13,504659,5000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS008570,2021-01-13,504659,9800.00,Check,Undeposited Funds,,0.00
Survey Department,AS008671,2021-01-18,096839,21000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008471,2021-01-18,Bank Deposit,5280.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008511,2021-01-18,Bank Deposit,5280.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008567,2021-01-18,Bank Deposit,5280.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008611,2021-01-18,Bank Deposit,75000.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008612,2021-01-18,Bank Deposit,5280.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008613,2021-01-18,Bank Deposit,22000.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008614,2021-01-18,Bank Deposit,3000.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008615,2021-01-18,Bank Deposit,8000.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008638,2021-01-18,Bank Deposit,8000.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008639,2021-01-18,Bank Deposit,3000.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008640,2021-01-18,Bank Deposit,22000.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008641,2021-01-18,Bank Deposit,75000.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008655,2021-01-18,Bank Deposit,10000.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008656,2021-01-18,Bank Deposit,13500.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008659,2021-01-18,Bank Deposit,94000.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
STATEMAN HATS (Pvt) LTD.,AS008660,2021-01-18,Bank Deposit,57500.00,Bank Deposits,Undeposited Funds,Voucher No-STH24728,0.00
Base Hp (Pvt) Ltd,AS008622,2021-01-19,827712,357300.00,Check,Undeposited Funds,,0.00
techtron,AS008657,2021-01-19,019410,96500.00,Check,Undeposited Funds,,0.00
Studio I Max,AS008489,2021-01-19,Bank Deposit,15000.00,Bank Deposits,Undeposited Funds,,0.00
Athee,AS008710,2021-01-22,Card Payment,27000.00,Visa,Undeposited Funds,,0.00
Mrs. Aqeela Aboo (Paan Paan),AS008712,2021-01-25,CASH,4000.00,Cash,Undeposited Funds,,0.00
Synergy Ventures,AS008165,2021-01-26,229366,5400.00,Check,Undeposited Funds,C,0.00
CHINT Energy (Pvt) ltd,AS008318,2021-01-26,271323,40451.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008470,2021-01-26,271323,9342.50,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008487,2021-01-26,271323,37000.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008571,2021-01-26,271323,9253.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008618,2021-01-26,271323,9253.00,Check,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008648,2021-01-26,271323,1300.00,Check,Undeposited Funds,,0.00
Fazaal Ceramics,AS008690,2021-01-27,Bank Deposit,500000.00,Bank Deposits,Undeposited Funds,,0.00
CHINT Energy (Pvt) ltd,AS008598,2021-01-27,271354,19000.00,Check,Undeposited Funds,,0.00
Advance Network Technologies (Pvt)Ltd,AS008652,2021-01-29,Bank Deposit,43200.00,Bank Deposits,Undeposited Funds,,0.00
Supervision Technology (Pvt) Ltd,AS008584,2021-01-29,Bank Deposit,150000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008195,2021-01-29,Bank Deposit,126360.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008418,2021-01-29,Bank Deposit,51840.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008661,2021-01-29,Bank Deposit,94000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008695,2021-01-29,Bank Deposit,240000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008696,2021-01-29,Bank Deposit,220500.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008715,2021-01-29,Bank Deposit,460200.00,Bank Deposits,Undeposited Funds,,0.00
Fineline Technology,AS008728,2021-01-30,002463,27000.00,Check,Undeposited Funds,,0.00
Open Systems Integrators,AS008733,2021-02-02,514553,50000.00,Check,Undeposited Funds,,0.00
Sumathi Information Technologies,AS008631,2021-02-03,912106,648725.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS008682,2021-02-03,988807,15000.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS008683,2021-02-03,988808,33350.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS008683,2021-02-03,955825,10350.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS008683,2021-02-03,831613,8050.00,Check,Undeposited Funds,,0.00
LANKA MOUNT CASTLE (PVT) LTD,AS008417,2021-02-03,Bank,51840.00,Bank Deposits,Undeposited Funds,,0.00
Information Technologies & Enterprise Sol,AS007512,2021-02-08,Bank Deposit,1000.00,Bank Deposits,Undeposited Funds,,0.00
Kandy General Hospital,AS008697,2021-02-08,CASH,10000.00,Cash,Undeposited Funds,,0.00
Supervision Technology (Pvt) Ltd,AS008584,2021-02-09,828293,150000.00,Check,Undeposited Funds,,0.00
LK Domain Registry,AS008735,2021-02-09,710420,326550.00,Check,Undeposited Funds,,0.00
Studio I Max,AS008489,2021-02-10,Cash,17000.00,Cash,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008623,2021-02-11,818862,99000.00,Check,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008662,2021-02-11,827831,576600.00,Check,Undeposited Funds,,0.00
Base Hp (Pvt) Ltd,AS008663,2021-02-11,827831,13000.00,Check,Undeposited Funds,,0.00
Mr. Pavithra Jayasundara,AS008741,2021-02-11,Card Payment,35000.00,Visa,Undeposited Funds,,0.00
Mr. Pavithra Jayasundara,AS008741,2021-02-11,Cash,100000.00,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008669,2021-02-11,Bank Deposit,3000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008670,2021-02-11,Bank Deposit,5200.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008674,2021-02-11,Bank Deposit,8000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008675,2021-02-11,Bank Deposit,3000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008676,2021-02-11,Bank Deposit,22000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008677,2021-02-11,Bank Deposit,75000.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008694,2021-02-11,Bank Deposit,35500.00,Bank Deposits,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS008706,2021-02-11,Bank Deposit,71000.00,Bank Deposits,Undeposited Funds,,0.00
Mr. Azari Cader,AS008746,2021-02-15,CASH,8000.00,Cash,Undeposited Funds,,0.00
CeyNet Software Solutions (Pvt) Ltd,AS008748,2021-02-15,CASH,33500.00,Cash,Undeposited Funds,,0.00
Tech Solution Network,AS008750,2021-02-16,Cash,68500.00,Cash,Undeposited Funds,,0.00
ICC Inernational Construction Consortium,AS008589,2021-02-17,040924,7500.00,Check,Undeposited Funds,,0.00
ICC Inernational Construction Consortium,AS008601,2021-02-17,040924,2500.00,Check,Undeposited Funds,,0.00
ICC Inernational Construction Consortium,AS008630,2021-02-17,041258,7500.00,Check,Undeposited Funds,,0.00
The Computer Center (pvt) Ltd,AS008727,2021-02-17,340648,30000.00,Check,Undeposited Funds,,0.00
The Computer Center (pvt) Ltd,AS008713,2021-02-17,340613,192000.00,Check,Undeposited Funds,,0.00
The Computer Center (pvt) Ltd,AS008714,2021-02-17,340613,35000.00,Check,Undeposited Funds,,0.00
Avian,AS008545,2021-02-18,Bank Deposit,7500.00,Bank Deposits,Undeposited Funds,,0.00
Avian,AS008546,2021-02-18,Bank Deposit,7500.00,Bank Deposits,Undeposited Funds,,0.00
Avian,AS008556,2021-02-18,Bank Deposit,29000.00,Bank Deposits,Undeposited Funds,,0.00
